,id,product_id
0,912bb259-3ad9-457b-9db1-ce1da9016057,5f5f57d7-778f-4336-bb10-b43863418c8c
1,b166d305-b852-4bdd-83f4-465b20da94fa,5f5f57d7-778f-4336-bb10-b43863418c8c
2,68f5a29d-0075-4d60-81c1-ab684a82e50c,c2c8949f-3cde-4651-a234-4a4a1b2a9ad4
3,f6a309d7-d247-446a-9b5e-aceefdd4334d,c2c8949f-3cde-4651-a234-4a4a1b2a9ad4
4,2c2b3a6f-15b3-4289-937a-15482d9f5781,8292aa4e-7f1b-4655-bf0e-f1f2c9e3ffaf
5,5e8d17b2-f8e7-403b-bbb1-fa8dfdd3ae6a,8292aa4e-7f1b-4655-bf0e-f1f2c9e3ffaf
6,ed2f3144-6eeb-47a8-855b-76df8774f39b,a7500af0-25a1-447d-a67a-c575a82f0657
7,570bbec2-55e6-4e8b-834c-dfa45bea3e94,a7500af0-25a1-447d-a67a-c575a82f0657
8,1f99d362-7518-43c9-b50d-c28769512db8,53061acb-d253-41c2-8626-ea92e1f26c21
9,30ea4203-cc60-46fd-9554-5e72ad63c30e,53061acb-d253-41c2-8626-ea92e1f26c21
10,990e5b83-ceed-4278-8292-3508de709b3f,5d562c81-c415-4b48-ab68-a5399d3a7420
11,3e700953-0241-4438-b644-402829904239,5d562c81-c415-4b48-ab68-a5399d3a7420
12,dd1df6e6-aa24-417e-8f39-6a7adb85d501,0b406233-3358-4559-a859-49552e203703
13,501f151f-067c-4cbb-9ee9-5cce9870f5fa,0b406233-3358-4559-a859-49552e203703
14,0ba37ad2-caf9-498b-8f60-634c6a05a798,e40dbbe5-06f3-4834-8648-7b9821fe7447
15,ad20ee4a-5318-4bad-8def-69da584a18b3,bcb7e8c6-88d9-43b8-b082-e9b998898f4a
16,8bf7ff45-0ddd-4911-a947-9f8913e02799,bcb7e8c6-88d9-43b8-b082-e9b998898f4a
17,94cf20e2-8ee2-4b16-99e5-5a41de67642f,4fec2cdc-d0a6-41ee-aa80-c07de6751641
18,15bbc76e-4765-4ca8-9178-2f349458f6dd,4fec2cdc-d0a6-41ee-aa80-c07de6751641
19,e47abda6-0e01-4359-97c4-0c15e582ab60,a26b234a-55f0-4afb-8649-722b76d570be
20,b8c0f58f-0e32-4d70-8567-ab89c2725b70,a26b234a-55f0-4afb-8649-722b76d570be
21,9267630a-85f0-49c1-9bd7-dbe9e2346fdc,dcbe214e-cb4b-4f18-ab16-218ec12ab68b
22,f133c606-e60e-4944-bda4-9b0e09e0801c,8b09e152-b7e1-4d1e-93fc-ab6e738bcab2
23,8be10176-418d-4e0a-8319-f5e6e4fe7fc2,8b09e152-b7e1-4d1e-93fc-ab6e738bcab2
24,d16e4be9-3311-4df5-83f5-2dabd095cd50,6f228cd8-a2d6-4f23-858b-4a77a2f42d7c
25,bd9568ef-58e0-477c-9787-7c5955f65412,538b5593-1ed7-4591-b662-980915a82b4e
26,eaa6e438-9b07-4861-a525-7afc5661301a,538b5593-1ed7-4591-b662-980915a82b4e
27,6a00aa2d-276c-4e51-b4fe-26417d406765,2275f5f2-ee51-410c-8d85-e5923285a864
28,d4e7f433-adf1-41ce-a2fa-e196c3db705d,2275f5f2-ee51-410c-8d85-e5923285a864
29,6d9a2cc7-a9e9-46c1-8a44-f1a4a2b83982,5b58a9d7-4006-4bb1-aa45-1f231462ad42
30,1f7fde3b-0d51-4039-ad4a-262e53a7c9a0,ba4968a9-5c76-49c2-a90e-e4a5b2d773ac
31,59c9cac7-239e-4c22-a602-4d4bacf17025,ba4968a9-5c76-49c2-a90e-e4a5b2d773ac
32,b2fa3937-ac6f-42d8-af01-eb493408eda1,afb515c9-40d2-4480-8921-31f6bc36bd7a
33,ad9b5dab-4531-47ac-8290-fc647a12c201,afb515c9-40d2-4480-8921-31f6bc36bd7a
34,7af36058-ba20-43a1-8ba7-a217c491cdf0,3778d369-8b32-4c57-882f-6fd3c02c42c2
35,37052516-024c-4b12-9048-682001f70112,3778d369-8b32-4c57-882f-6fd3c02c42c2
36,369679cd-a3b5-4721-8186-6d545b3d1430,09349673-6b4a-465a-b232-42185d2bd959
37,5b3d1f41-ed87-4010-82df-9069bd704f66,09349673-6b4a-465a-b232-42185d2bd959
38,f6e8ae20-1caa-4861-8064-f9893fa5b0c9,3e29ed80-ccf8-4bbc-9318-3da0d5e5e6cb
39,e7b06028-cb9c-4b9b-8cf7-7d9b67158d3d,3e29ed80-ccf8-4bbc-9318-3da0d5e5e6cb
40,ebbd6126-098e-425e-994e-a97bd6bf158f,e3048c01-db41-4588-b88e-833029bf82ae
41,1fdb961b-52cf-4390-8f58-cdf9b1b32003,25a5b6b5-74e6-4936-9257-73cbb32c7d8f
42,876f1b35-33a8-46dc-acf8-d3de08f33066,25a5b6b5-74e6-4936-9257-73cbb32c7d8f
43,4ad195b5-2745-4ee0-a9f8-98fcc57d376d,b4eea71f-8d06-4ccd-bb9c-93cca5fcab1f
44,fc31f446-f3fb-4552-b585-d413a6a4cca3,b4eea71f-8d06-4ccd-bb9c-93cca5fcab1f
45,c53a7489-6a76-43f9-8b83-aebb9523185c,74f5811d-b9e2-40e7-8fcc-0d19af191834
46,44e02d2b-eea5-485a-b59f-667407160a06,74f5811d-b9e2-40e7-8fcc-0d19af191834
47,f8945e45-209a-43ea-92ee-6104a924e5c4,8b6a8a92-de2e-4eea-b862-e761e77955ee
48,22678487-4f83-4e4f-aa27-5b78690ed6f9,615e7b06-b976-4b68-828d-fc29f4bcd54a
49,cf54ca20-6809-4424-ba82-e5f30a253646,615e7b06-b976-4b68-828d-fc29f4bcd54a
50,f15aa8d7-8566-4c14-8ebd-136afdd56eff,0a9f67fb-23c2-454a-9ed6-62e6bc2e6cc6
51,ea50f61a-248e-4815-bbb0-c57c859c3377,0a9f67fb-23c2-454a-9ed6-62e6bc2e6cc6
52,bb641697-c5cc-4922-929f-b4fbae336084,006580a6-a094-44e9-afae-bf0b2608f304
53,51a92e3e-d158-433b-abf3-825b776d347f,006580a6-a094-44e9-afae-bf0b2608f304
54,e53ea82a-a3dd-46c6-a954-e9d96b84f2a3,6351baeb-33eb-4ba9-b7c0-aba4bae11552
55,98624829-36ab-4694-a6b9-30d5d1d743b7,6351baeb-33eb-4ba9-b7c0-aba4bae11552
56,978bac46-62fc-482d-b1d7-7ebca2efff11,45acbefc-7f24-41ff-af59-374c13b8d9b6
57,ff887f62-01ac-4b5a-bcab-0ad2f328424a,45acbefc-7f24-41ff-af59-374c13b8d9b6
58,4794e3ac-d1d8-4bd3-914e-701692552dcd,2e39a64e-bbba-4da3-b760-f3fc26ec55de
59,2326f745-cb46-4cd9-ba13-36f7b8f2af6b,2e39a64e-bbba-4da3-b760-f3fc26ec55de
60,a8a29571-d6b2-426e-9643-e33286b9c11b,a68bf37d-e00f-4a33-b39f-540dd1102d28
61,a04f1742-1b1b-4136-994e-9a7591face37,a68bf37d-e00f-4a33-b39f-540dd1102d28
62,26b41a2a-9c1e-4046-8acd-4fe6da1df99e,09d93644-3ce2-4781-8bfe-bb0aaa2cb70d
63,0a5434df-2acd-4a35-bbaf-e7078b056a6d,09d93644-3ce2-4781-8bfe-bb0aaa2cb70d
64,20cf26ce-6b81-4b3a-bc6e-e8c88112109a,b81d8d08-7da7-40f9-9558-f29a67eee189
65,2a79560c-e04a-4640-9552-0f17ef72881c,b81d8d08-7da7-40f9-9558-f29a67eee189
66,b102088e-ce04-4d43-ab58-11989134b1ed,ef9c607a-9d95-49f8-abf8-9ad03dd20fda
67,dd918f6c-6776-4f6f-b892-3d43ae093e5a,39e6b9eb-4320-4f89-a401-55b6fc39bddf
68,6f83c40c-be3e-4614-98cc-c941da1efa3a,39e6b9eb-4320-4f89-a401-55b6fc39bddf
69,528e6eb1-8483-4759-88ca-c512f2746ce3,b862b005-b11d-4b9b-88d9-c5d50c907c1f
70,fcdd5c6d-0997-4e41-b410-8d63c9b64f71,b862b005-b11d-4b9b-88d9-c5d50c907c1f
71,4b8d16d5-f933-46c2-8eed-a2bc5643459a,6277f04e-7cbd-480a-9990-61c9525ebea1
72,745fe9bc-164b-4d19-b4c9-ba8ba065f9f6,6277f04e-7cbd-480a-9990-61c9525ebea1
73,de4843e6-31de-4ca2-ab98-94aa9a083cc8,2e6db1e3-b60d-456a-8320-ddf4827e464f
74,d58c2f00-007b-4239-88d9-0185a1c381ee,0493f819-b609-4193-bba3-e57b79d6f695
75,744f71d3-ad60-49a0-bbde-617f4d8bb302,3363e551-9da1-4032-ac58-f4928b848205
76,c45a7fd7-78e6-4583-81a9-a43a71c4b150,3363e551-9da1-4032-ac58-f4928b848205
77,f001e400-c88d-427c-ae6e-46f856d52112,253c59ca-2bcf-4f96-85d9-99a74ff16e7f
78,c1f94224-0ebf-4481-829b-8fa737383a30,253c59ca-2bcf-4f96-85d9-99a74ff16e7f
79,9217a360-5c7d-490d-96d9-67091e638799,470bde59-0755-4527-924e-a03a48375ded
80,9519c072-08fd-433d-9d9c-057eb2a3be97,470bde59-0755-4527-924e-a03a48375ded
81,1052795e-fd6d-4380-8b4e-b329dfc2abbe,931968ce-4309-4a1b-8cdc-4fac14dfb6af
82,74163945-7bf0-4c83-9c8b-e1f7b5bf5499,931968ce-4309-4a1b-8cdc-4fac14dfb6af
83,72c85092-cd89-4bbc-836b-448d0febc8bb,a4246b1c-962a-414d-965c-fd36da0a6415
84,cb9bb858-6358-4d3c-ac2a-f6f7bd5370e4,a4246b1c-962a-414d-965c-fd36da0a6415
85,34db1a64-50f0-47f0-a203-7201a9af1986,d60b8a85-0b91-40a9-82dd-07c08c55dce9
86,35e15ed0-edd4-4967-8361-7d4974f7ae62,d60b8a85-0b91-40a9-82dd-07c08c55dce9
87,ab6309fb-0a37-42c0-b05f-8ab497336bd6,90cd9bdc-91ef-4252-95e4-5ba433044fb4
88,2c8c2b01-0c3e-4c8a-a139-638473016960,90cd9bdc-91ef-4252-95e4-5ba433044fb4
89,ff85b772-7f9d-4eab-958c-a19dfe7d1833,1ad84a76-8f50-4069-813d-43f6edb48a0f
90,2784a503-8ab3-4b29-8bc2-6b0abf5ae306,cedbf235-b6e4-4a54-98c6-6a02e6aeba52
91,d965ba6a-4424-43b1-96e9-de6ad5095ca3,cedbf235-b6e4-4a54-98c6-6a02e6aeba52
92,27ed8c97-6cae-4d5e-a64f-c715d358e637,cc756d52-64c9-4dd5-81af-a4e62fa6bd4a
93,5f6a2198-a81f-4633-9a2f-89800090ef21,cc756d52-64c9-4dd5-81af-a4e62fa6bd4a
94,b92f86f2-5ef7-4736-b626-d39275ec99e6,fb5f19a5-6137-4e43-8629-c36ad4eb4981
95,98464eb8-ba9c-48ee-9695-5635735a94e4,fb5f19a5-6137-4e43-8629-c36ad4eb4981
96,4842f6f7-3db5-4e12-996a-24d5cf1aa22d,a33f8af2-093e-40e3-b86c-477c3addb431
97,d4cd301c-bb7c-4cf6-a744-591f0336f068,fa9c0d7a-cb7f-43d9-9654-9c44561a093e
98,b8f0e58d-b39a-48ba-a836-dee4b583cdf4,fa9c0d7a-cb7f-43d9-9654-9c44561a093e
99,daf23992-5468-4071-96a1-fb39da6b6374,37c1352c-abdc-4517-a856-41f7c8584f9d
100,0e3cb4a4-aae3-49a1-bcf4-1649b26cdcb2,37c1352c-abdc-4517-a856-41f7c8584f9d
101,83f8c4c4-9f92-44e4-b7c5-17288310c488,c0e5ef79-09c0-4cb7-9b7c-edd3d53aa530
102,777572e6-7b0d-4c1a-946f-3048af2f12f8,68f61fe4-8b7d-4e1a-9bc2-b2b1dd52b4c4
103,d8ad118a-23b8-4da5-8e36-8f5de4cd810a,68f61fe4-8b7d-4e1a-9bc2-b2b1dd52b4c4
104,d5c6a0b9-3107-411d-a6d4-533d34e8369d,82f09c12-a151-450e-923e-12c2ea83fbb2
105,4a885351-070d-415a-8213-04d0ced63bfc,82f09c12-a151-450e-923e-12c2ea83fbb2
